"41"|"999001-32-4"|"999001324"|"999001324"|"NULL"|"PEG/PPG-20/20 DIMETHICONE"|"0"|"1"|"2005-11-28 11:05:32"|"Admin"|"NULL"|"NULL"|"1"
"42"|"999001-32-5"|"999001325"|"999001325"|"NULL"|"PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE"|"0"|"1"|"2005-11-28 11:06:27"|"Admin"|"NULL"|"NULL"|"1"
"43"|"999001-32-6"|"999001326"|"999001326"|"NULL"|"PEG-9 DIMETHICONE"|"0"|"1"|"2005-11-28 11:06:59"|"Admin"|"NULL"|"NULL"|"1"
"44"|"999001-32-7"|"999001327"|"999001327"|"NULL"|"CAPRYLYL DIMETHICONE ETHOXY GLUCOSIDE"|"0"|"1"|"2005-11-28 11:07:47"|"Admin"|"NULL"|"NULL"|"1"
"45"|"999001-32-8"|"999001328"|"999001328"|"NULL"|"PHYTOSTERYL ISOSTEARATE"|"0"|"1"|"2005-11-28 11:08:45"|"Admin"|"NULL"|"NULL"|"1"
"46"|"999001-32-9"|"999001329"|"999001329"|"NULL"|"BIS-PEG/PPG-14/14 DIMETHICONE"|"0"|"1"|"2005-11-28 11:09:23"|"Admin"|"NULL"|"NULL"|"1"
"47"|"1344-01-0"|"1344010"|"1344010"|"NULL"|"ALUMINUM CALCIUM SODIUM SILICATE"|"0"|"1"|"2005-11-29 10:06:18"|"Admin"|"NULL"|"NULL"|"1"
"48"|"999001-33-0"|"999001330"|"999001330"|"NULL"|"SOYBEAN GLYCERIDES"|"0"|"1"|"2005-11-29 10:07:44"|"Admin"|"NULL"|"NULL"|"1"
"49"|"999001-33-1"|"999001331"|"999001331"|"NULL"|"GELLIDIELA ACEROSA (ALGAE) EXTRACT (MISSPELLING) ONLY 1 L"|"1"|"1"|"2005-11-29 10:09:01"|"Admin"|"NULL"|"NULL"|"1"
"50"|"999001-33-2"|"999001332"|"999001332"|"NULL"|"HYPNEA MUSCIFORMIS (ALGAE) EXTRACT"|"0"|"1"|"2005-11-29 10:10:06"|"Admin"|"NULL"|"NULL"|"1"
"51"|"999001-33-3"|"999001333"|"999001333"|"NULL"|"AMORPHOPHALLUS KONJAC ROOT POWDER"|"0"|"1"|"2005-11-29 10:11:35"|"Admin"|"NULL"|"NULL"|"1"
"52"|"35890-38-1"|"35890381"|"35890381"|"NULL"|"SIALYLLACTOSE"|"0"|"1"|"2005-11-29 10:34:58"|"Admin"|"NULL"|"NULL"|"1"
"53"|"58318-92-6"|"58318926"|"58318926"|"NULL"|"POTASSIUM LAURETH PHOSPHATE"|"0"|"1"|"2005-11-30 14:59:14"|"Admin"|"NULL"|"NULL"|"1"
"54"|"999001-33-4"|"999001334"|"999001334"|"NULL"|"HYDROXYPALMITOYL SPHINGANINE"|"0"|"1"|"2005-12-01 13:22:18"|"Admin"|"NULL"|"NULL"|"1"
"55"|"999001-33-5"|"999001335"|"999001335"|"NULL"|"PADINA PAVONICA THALLUS EXTRACT"|"0"|"1"|"2005-12-01 13:23:17"|"Admin"|"NULL"|"NULL"|"1"
"56"|"999001-33-6"|"999001336"|"999001336"|"NULL"|"PEG-192 APRICOT KERNEL GLYCERIDES"|"0"|"1"|"2005-12-01 13:24:32"|"Admin"|"NULL"|"NULL"|"1"
"57"|"999001-33-7"|"999001337"|"999001337"|"NULL"|"PEG/PPG-22/24 DIMETHICONE"|"0"|"1"|"2005-12-01 13:25:15"|"Admin"|"NULL"|"NULL"|"1"
"58"|"999001-33-8"|"999001338"|"999001338"|"NULL"|"CAPRYLIC TRIGLYCERIDE"|"0"|"1"|"2005-12-01 13:57:41"|"Admin"|"NULL"|"NULL"|"1"
"59"|"999001-33-9"|"999001339"|"999001339"|"NULL"|"PEG/PPG-20/15 DIMETHICONE"|"0"|"1"|"2005-12-05 15:43:28"|"Admin"|"NULL"|"NULL"|"1"
"60"|"999001-34-0"|"999001340"|"999001340"|"NULL"|"AVENA SATIVA (OAT) KERNEL PROTEIN"|"0"|"1"|"2005-12-06 08:56:30"|"Admin"|"NULL"|"NULL"|"1"
"61"|"999001-34-1"|"999001341"|"999001341"|"NULL"|"ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT"|"0"|"1"|"2005-12-06 08:57:21"|"Admin"|"NULL"|"NULL"|"1"
"62"|"3417-91-2"|"3417912"|"3417912"|"NULL"|"METHYL TYROSINATE HCL"|"0"|"1"|"2005-12-08 11:00:22"|"Admin"|"NULL"|"NULL"|"1"
"63"|"36676-50-3"|"36676503"|"36676503"|"NULL"|"THREONINE"|"0"|"1"|"2005-12-08 11:09:33"|"Admin"|"NULL"|"NULL"|"1"
"64"|"6899-05-4"|"6899054"|"6899054"|"NULL"|"GLUTAMIC ACID"|"0"|"1"|"2005-12-08 11:13:07"|"Admin"|"NULL"|"NULL"|"1"
"65"|"6898-94-8"|"6898948"|"6898948"|"NULL"|"ALANINE"|"0"|"1"|"2005-12-08 11:13:56"|"Admin"|"NULL"|"NULL"|"1"
"66"|"90064-25-8"|"90064258"|"90064258"|"NULL"|"JONQUIL (NARCISSUS JONQUILLA) EXTRACT"|"0"|"1"|"2005-12-09 13:49:10"|"Admin"|"NULL"|"NULL"|"1"
"67"|"10031-82-0"|"10031820"|"10031820"|"NULL"|"4-ETHOXYBENZALDEHYDE"|"0"|"1"|"2005-12-12 09:24:23"|"Admin"|"NULL"|"NULL"|"1"
"68"|"999001-34-2"|"999001342"|"999001342"|"NULL"|"PPG-3 DIPIVALATE"|"0"|"1"|"2005-12-13 09:22:27"|"Admin"|"NULL"|"NULL"|"1"
"69"|"999001-34-3"|"999001343"|"999001343"|"NULL"|"AVERRHOA CARAMBOLA LEAF EXTRACT"|"0"|"1"|"2005-12-13 09:23:08"|"Admin"|"NULL"|"NULL"|"1"
"70"|"999001-34-5"|"999001345"|"999001345"|"NULL"|"PEG-30 SOY STEROL"|"0"|"1"|"2005-12-13 09:23:50"|"Admin"|"NULL"|"NULL"|"1"
"71"|"999001-34-4"|"999001344"|"999001344"|"NULL"|"SODIUM POLYGAMMA GLUTAMATE"|"0"|"1"|"2005-12-13 09:24:46"|"Admin"|"NULL"|"NULL"|"1"
"72"|"999001-34-6"|"999001346"|"999001346"|"NULL"|"ROSE APPLE (SYZYGIUM JAMBOS) LEAF EXTRACT"|"0"|"1"|"2005-12-13 09:25:51"|"Admin"|"NULL"|"NULL"|"1"
"73"|"999001-34-7"|"999001347"|"999001347"|"NULL"|"PLANTAGO MAJOR LEAF EXTRACT"|"0"|"1"|"2005-12-13 09:26:51"|"Admin"|"NULL"|"NULL"|"1"
"74"|"999001-34-8"|"999001348"|"999001348"|"NULL"|"DI-PPG-2 MYRETH-10 ADIPATE"|"0"|"1"|"2005-12-19 10:30:20"|"Admin"|"NULL"|"NULL"|"1"
"75"|"999001-34-9"|"999001349"|"999001349"|"NULL"|"PEG-8/SMDI COPOLYMER"|"0"|"1"|"2005-12-19 10:32:17"|"Admin"|"NULL"|"NULL"|"1"
"76"|"999001-35-0"|"999001350"|"999001350"|"NULL"|"PHENYLPROPYLDIMETHYLSILOXYSILICATE"|"0"|"1"|"2005-12-19 10:33:07"|"Admin"|"NULL"|"NULL"|"1"
"77"|"305-84-0"|"305840"|"305840"|"NULL"|"CARNOSINE"|"0"|"1"|"2005-12-19 10:43:11"|"Admin"|"NULL"|"NULL"|"1"
"78"|"90045-94-6"|"90045946"|"90045946"|"NULL"|"JASMINUM OFFICINALE (JASMINE) EXTRACT"|"0"|"1"|"2005-12-21 09:32:04"|"Admin"|"NULL"|"NULL"|"1"
"79"|"999001-35-1"|"999001351"|"999001351"|"NULL"|"GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER"|"0"|"1"|"2005-12-21 11:12:23"|"Admin"|"NULL"|"NULL"|"1"
"80"|"999001-35-2"|"999001352"|"999001352"|"NULL"|"PSIDIUM GUAJAVA (GUAVA) OIL"|"0"|"1"|"2005-12-21 11:14:28"|"Admin"|"NULL"|"NULL"|"1"
"81"|"999001-35-3"|"999001353"|"999001353"|"NULL"|"LUFFA CYLINDRICA POWDER"|"0"|"1"|"2005-12-21 11:27:10"|"Admin"|"NULL"|"NULL"|"1"
"82"|"17110-51-9"|"17110519"|"17110519"|"NULL"|"CHOLESTERYL OLEYL CARBONATE"|"0"|"1"|"2006-01-03 11:17:06"|"Admin"|"NULL"|"NULL"|"1"
"83"|"910-31-6"|"910316"|"910316"|"NULL"|"CHOLESTERYL CHLORIDE"|"0"|"1"|"2006-01-03 11:17:45"|"Admin"|"NULL"|"NULL"|"1"
"84"|"32832-01-2"|"32832012"|"32832012"|"NULL"|"CHOLESTERYL DICHLOROBENZOATE"|"0"|"1"|"2006-01-03 11:18:21"|"Admin"|"NULL"|"NULL"|"1"
"85"|"1182-66-7"|"1182667"|"1182667"|"NULL"|"CHOLESTERYL NONANOATE"|"0"|"1"|"2006-01-03 11:20:09"|"Admin"|"NULL"|"NULL"|"1"
"86"|"977100-08-5"|"977100085"|"977100085"|"NULL"|"POTASSIUM COCOYL GLUTAMATE"|"0"|"1"|"2006-01-05 11:20:58"|"Admin"|"NULL"|"NULL"|"1"
"87"|"999001-35-4"|"999001354"|"999001354"|"NULL"|"PEG-2 LAURAMIDE"|"0"|"1"|"2006-01-05 11:22:49"|"Admin"|"NULL"|"NULL"|"1"
"88"|"977112-52-9"|"977112529"|"977112529"|"NULL"|"MINT LEAF"|"0"|"1"|"2006-01-05 15:25:31"|"Admin"|"NULL"|"NULL"|"1"
"89"|"977150-09-6"|"977150096"|"977150096"|"NULL"|"SPIRULINA POWDER"|"0"|"1"|"2006-01-05 15:26:59"|"Admin"|"NULL"|"NULL"|"1"
"90"|"999001-35-5"|"999001355"|"999001355"|"NULL"|"GOAT MILK POWDER"|"0"|"1"|"2006-01-06 11:24:33"|"Admin"|"NULL"|"NULL"|"1"
"91"|"999001-35-6"|"999001356"|"999001356"|"NULL"|"RED RASPBERRY LEAF"|"0"|"1"|"2006-01-06 11:27:32"|"Admin"|"NULL"|"NULL"|"1"
"92"|"999001-35-7"|"999001357"|"999001357"|"NULL"|"CALENDULA OFFICINALIS (CALENDULA) FLOWER"|"0"|"1"|"2006-01-06 11:29:32"|"Admin"|"NULL"|"NULL"|"1"
"93"|"999001-35-8"|"999001358"|"999001358"|"NULL"|"CLEMENTINE OIL"|"0"|"1"|"2006-01-06 11:30:09"|"Admin"|"NULL"|"NULL"|"1"
"94"|"999001-35-9"|"999001359"|"999001359"|"NULL"|"LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER"|"0"|"1"|"2006-01-06 11:36:00"|"Admin"|"NULL"|"NULL"|"1"
"95"|"999001-36-0"|"999001360"|"999001360"|"NULL"|"ORANGE BLOSSOM"|"0"|"1"|"2006-01-06 11:36:21"|"Admin"|"NULL"|"NULL"|"1"
"96"|"6297-03-6"|"6297036"|"6297036"|"NULL"|"DISTEARYL ETHER"|"0"|"1"|"2006-01-06 13:56:42"|"Admin"|"NULL"|"NULL"|"1"
"97"|"61788-59-8"|"61788598"|"61788598"|"NULL"|"METHYL COCOATE"|"0"|"1"|"2006-01-06 13:57:22"|"Admin"|"NULL"|"NULL"|"1"
"98"|"999001-36-1"|"999001361"|"999001361"|"NULL"|"SAPINDUS MUKUROSSI PEEL EXTRACT"|"0"|"1"|"2006-01-09 15:22:51"|"Admin"|"NULL"|"NULL"|"1"
"99"|"999001-36-2"|"999001362"|"999001362"|"NULL"|"PEG-240/HDI COPOLYMER BIS-DECYLTETRADECETH-20 ETHER"|"0"|"1"|"2006-01-10 14:10:35"|"Admin"|"NULL"|"NULL"|"1"
"100"|"24980-41-4"|"24980414"|"24980414"|"NULL"|"POLYCAPROLACTONE"|"0"|"1"|"2006-01-10 15:24:59"|"Admin"|"NULL"|"NULL"|"1"
"101"|"999001-36-3"|"999001363"|"999001363"|"NULL"|"ACETYL HEXAPEPTIDE-1"|"0"|"1"|"2006-01-11 10:19:49"|"Admin"|"NULL"|"NULL"|"1"
"102"|"999001-36-4"|"999001364"|"999001364"|"NULL"|"PEG-5 PENTAERYTHRITYL ETHER"|"0"|"1"|"2006-01-11 10:26:48"|"Admin"|"NULL"|"NULL"|"1"
"103"|"621-82-9"|"621829"|"621829"|"NULL"|"CINNAMIC ACID"|"0"|"1"|"2006-01-11 10:38:58"|"Admin"|"NULL"|"NULL"|"1"
"104"|"621-23-8"|"621238"|"621238"|"NULL"|"PHLOROGLUCINOL TRIMETHYL ETHER (1,3,5-TRIMETHOXYBENZENE)"|"0"|"1"|"2006-01-11 10:40:11"|"Admin"|"NULL"|"NULL"|"1"
"105"|"190085-41-7"|"190085417"|"190085417"|"NULL"|"BUTYLOCTYL SALICYLATE"|"0"|"1"|"2006-01-11 10:40:44"|"Admin"|"NULL"|"NULL"|"1"
"106"|"27923-63-3"|"27923633"|"27923633"|"NULL"|"SUCROSE TRISTEARATE"|"0"|"1"|"2006-01-17 12:08:48"|"Admin"|"NULL"|"NULL"|"1"
"107"|"10043-67-1"|"10043671"|"10043671"|"NULL"|"ALUMINUM POTASSIUM SULFATE"|"0"|"1"|"2006-01-17 15:14:01"|"Admin"|"NULL"|"NULL"|"1"
"108"|"999001-36-5"|"999001365"|"999001365"|"NULL"|"PPG-3 BENZYL ETHER MYRISTATE"|"0"|"1"|"2006-01-18 10:37:15"|"Admin"|"NULL"|"NULL"|"1"
"109"|"999001-36-6"|"999001366"|"999001366"|"NULL"|"PASSIFLORA EDULIS (PURPLE GRANADILLA) SEED OIL"|"0"|"1"|"2006-01-19 09:47:13"|"Admin"|"NULL"|"NULL"|"1"
"110"|"999001-36-7"|"999001367"|"999001367"|"NULL"|"C12-15 PARETH-3"|"0"|"1"|"2006-01-23 09:25:50"|"Admin"|"NULL"|"NULL"|"1"
"111"|"155601-30-2"|"155601302"|"155601302"|"NULL"|"1-HYDROXYETHYL 4,5-DIAMINO PYRAZOLE SULFATE"|"0"|"1"|"2006-01-23 09:27:19"|"Admin"|"NULL"|"NULL"|"1"
"112"|"999001-36-8"|"999001368"|"999001368"|"NULL"|"C11-15 PARETH-3"|"0"|"1"|"2006-01-24 13:29:43"|"Admin"|"NULL"|"NULL"|"1"
"113"|"999001-36-9"|"999001369"|"999001369"|"NULL"|"2,4-DIAMINOPHENOXYETHANOL SULFATE"|"0"|"1"|"2006-01-24 13:30:51"|"Admin"|"NULL"|"NULL"|"1"
"114"|"91744-66-0"|"91744660"|"91744660"|"NULL"|"HYDROGENATED PALM GLYCERIDES"|"0"|"1"|"2006-01-26 13:37:05"|"Admin"|"NULL"|"NULL"|"1"
"115"|"999001-37-0"|"999001370"|"999001370"|"NULL"|"BRASSICA CAMPESTRIS/ALEURITES FORDI OIL COPOLYMER"|"0"|"1"|"2006-01-27 13:26:00"|"Admin"|"NULL"|"NULL"|"1"
"116"|"24271-12-3"|"24271123"|"24271123"|"NULL"|"STEARYL BEHENATE"|"0"|"1"|"2006-01-27 13:27:03"|"Admin"|"NULL"|"NULL"|"1"
"117"|"999001-37-1"|"999001371"|"999001371"|"NULL"|"POLYGLYCERYL-2 DIISOSTEARATE/IPDI COPOLYMER"|"0"|"1"|"2006-01-27 13:28:43"|"Admin"|"NULL"|"NULL"|"1"
"118"|"999001-37-2"|"999001372"|"999001372"|"NULL"|"BIS-PEG-12 DIMETHICONE BEESWAX"|"0"|"1"|"2006-01-27 13:29:17"|"Admin"|"NULL"|"NULL"|"1"
"119"|"999001-37-3"|"999001373"|"999001373"|"NULL"|"PEG/PPG-17/18 DIMETHICONE"|"0"|"1"|"2006-02-01 13:15:48"|"Admin"|"NULL"|"NULL"|"1"
"120"|"999001-37-4"|"999001374"|"999001374"|"NULL"|"POTATO STARCH MODIFIED"|"0"|"1"|"2006-02-01 13:17:09"|"Admin"|"NULL"|"NULL"|"1"
"121"|"999001-37-5"|"999001375"|"999001375"|"NULL"|"PEG-150/STEARYL ALCOHOL/SMDI COPOLYMER"|"0"|"1"|"2006-02-01 13:18:02"|"Admin"|"NULL"|"NULL"|"1"
"122"|"61789-92-2"|"61789922"|"61789922"|"NULL"|"MASTIC GUM (PISTACIA LENTISCUS)"|"0"|"1"|"2006-02-01 14:28:13"|"Admin"|"NULL"|"NULL"|"1"
"123"|"999001-37-6"|"999001376"|"999001376"|"NULL"|"CAMELLIA SINENSIS (TEA) LEAF EXTRACT"|"0"|"1"|"2006-02-01 14:32:59"|"Admin"|"NULL"|"NULL"|"1"
"124"|"25378-22-7"|"25378227"|"25378227"|"NULL"|"DODECENE"|"0"|"1"|"2006-02-01 14:33:18"|"Admin"|"NULL"|"NULL"|"1"
"125"|"999001-37-7"|"999001377"|"999001377"|"NULL"|"LAURYL PEG/PPG-18/18 METHICONE"|"0"|"1"|"2006-02-01 14:36:51"|"Admin"|"NULL"|"NULL"|"1"
"126"|"999001-37-8"|"999001378"|"999001378"|"NULL"|"TAMARIX CHINENSIS EXTRACT"|"0"|"1"|"2006-02-02 14:30:51"|"Admin"|"NULL"|"NULL"|"1"
"127"|"999001-37-9"|"999001379"|"999001379"|"NULL"|"PAEONIA SUFFRUTICOSA (TREE PEONY) ROOT EXTRACT"|"0"|"1"|"2006-02-02 14:31:38"|"Admin"|"NULL"|"NULL"|"1"
"128"|"999001-38-0"|"999001380"|"999001380"|"NULL"|"CITRUS RETICULATA (MANDARIN ORANGE) FRUIT JUICE"|"0"|"1"|"2006-02-03 13:46:23"|"Admin"|"NULL"|"NULL"|"1"
"129"|"999001-38-1"|"999001381"|"999001381"|"NULL"|"PEG-10 POLYGLYCERYL-2 LAURATE"|"0"|"1"|"2006-02-03 13:47:13"|"Admin"|"NULL"|"NULL"|"1"
"130"|"999001-38-2"|"999001382"|"999001382"|"NULL"|"POLYPROPYLENE TEREPHTHALATE"|"0"|"1"|"2006-02-03 13:48:13"|"Admin"|"NULL"|"NULL"|"1"
"131"|"999001-38-3"|"999001383"|"999001383"|"NULL"|"BIS-PEG-18 METHYL ETHER DIMETHYL SILANE"|"0"|"1"|"2006-02-03 13:49:32"|"Admin"|"NULL"|"NULL"|"1"
"132"|"999001-38-4"|"999001384"|"999001384"|"NULL"|"PALMITOYL TRIPEPTIDE-3"|"0"|"1"|"2006-02-03 13:50:17"|"Admin"|"NULL"|"NULL"|"1"
"133"|"977016-52-6"|"977016526"|"977016526"|"NULL"|"HYDROLYZED WHEAT GLUTEN"|"0"|"1"|"2006-02-03 13:54:05"|"Admin"|"NULL"|"NULL"|"1"
"134"|"999001-38-5"|"999001385"|"999001385"|"NULL"|"C18-38 ALKYL HYDROXYSTEAROYL STEARATE"|"0"|"1"|"2006-02-03 14:39:40"|"Admin"|"NULL"|"NULL"|"1"
"135"|"999001-38-6"|"999001386"|"999001386"|"NULL"|"POLYPERFLUOROMETHYLISOPROPYL ETHER"|"0"|"1"|"2006-02-06 13:24:40"|"Admin"|"NULL"|"NULL"|"1"
"136"|"999001-38-7"|"999001387"|"999001387"|"NULL"|"VITREOSCILLA FERMENT"|"0"|"1"|"2006-02-06 13:26:01"|"Admin"|"NULL"|"NULL"|"1"
"137"|"999001-38-8"|"999001388"|"999001388"|"NULL"|"ALOE BARBADENSIS LEAF JUICE"|"1"|"1"|"2006-02-06 13:26:43"|"Admin"|"NULL"|"NULL"|"1"
"138"|"9050-67-3"|"9050673"|"9050673"|"NULL"|"SCHIZOPHYLLAN"|"0"|"1"|"2006-02-06 13:37:21"|"Admin"|"NULL"|"NULL"|"1"
